customer_id,transaction_id,product_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
419,71,54,2017-01-03,0,1,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
3307,72,77,2017-05-09,1,1,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
2430,73,22,2017-07-23,0,1,WeareA2B,Standard,medium,medium,60.34,45.26,34165
1506,74,56,2017-01-21,1,1,OHM Cycles,Standard,medium,medium,183.86,137.9,35707
1346,75,58,2017-06-20,0,1,OHM Cycles,Standard,medium,medium,912.52,141.4,42295
927,76,22,2017-03-10,0,1,WeareA2B,Standard,medium,medium,60.34,45.26,33552
763,77,50,2017-06-02,0,1,WeareA2B,Standard,medium,small,175.89,131.92,37668
2397,78,80,2017-11-07,0,1,OHM Cycles,Touring,low,medium,1073.07,933.84,36145
102,79,87,2017-09-12,1,1,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667
2884,80,15,2017-12-16,0,1,Norco Bicycles,Standard,low,medium,958.74,748.9,38693
759,81,84,2017-10-07,1,1,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
773,82,21,2017-04-27,1,1,Solex,Standard,medium,large,1071.23,380.74,40670
3398,83,0,2017-04-01,1,1,OHM Cycles,Standard,medium,medium,235.63,125.07,37626
3297,84,33,2017-11-02,1,1,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
2434,85,84,2017-02-13,1,1,Trek Bicycles,Road,medium,medium,290.62,215.14,38339
1861,86,1,2017-07-19,0,1,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38258
1233,87,27,2017-05-23,0,1,Trek Bicycles,Standard,medium,medium,499.53,388.72,33455
1390,88,31,2017-08-06,0,1,WeareA2B,Standard,medium,medium,752.64,205.36,34079
2682,89,0,2017-04-04,1,1,OHM Cycles,Road,high,large,12.01,7.21,40303
439,90,62,2017-08-15,1,1,Solex,Standard,medium,medium,478.16,298.72,34143
1579,91,17,2017-04-15,1,1,Solex,Standard,high,medium,1024.66,614.8,35160
2984,92,73,2017-07-25,1,1,Solex,Standard,medium,medium,1945.43,333.18,36668
3470,93,33,2017-11-28,1,1,Giant Bicycles,Standard,medium,small,1311.44,1167.18,36498
1,94,86,2017-12-23,0,1,OHM Cycles,Standard,medium,medium,235.63,125.07,38482
757,95,45,2017-02-26,0,1,Solex,Standard,medium,medium,441.49,84.99,34071
1778,96,1,2017-02-21,0,1,Giant Bicycles,Standard,medium,medium,1403.5,954.82,40649
211,97,80,2017-05-31,1,1,OHM Cycles,Touring,low,medium,1073.07,933.84,38339
333,98,49,2017-06-23,1,1,Trek Bicycles,Road,medium,medium,533.51,400.13,37823
32,99,95,2017-03-26,0,1,Giant Bicycles,Standard,medium,large,569.56,528.43,37874
119,100,0,2017-07-31,0,1,Solex,Standard,medium,medium,478.16,298.72,36146
2347,101,18,2017-07-27,0,1,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
2353,102,4,2017-04-14,0,1,Giant Bicycles,Standard,high,medium,1129.13,677.48,40649
788,103,33,2017-11-12,0,1,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
1468,104,78,2017-09-12,0,1,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193
821,105,89,2017-10-26,0,1,WeareA2B,Touring,medium,large,1362.99,57.74,41434
2489,106,70,2017-02-15,0,1,Trek Bicycles,Standard,high,medium,495.72,297.43,42105
2710,107,79,2017-12-22,0,1,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
947,108,26,2017-10-11,1,1,WeareA2B,Standard,medium,medium,1992.93,762.63,34115
1335,109,39,2017-03-27,1,1,Giant Bicycles,Standard,medium,large,1812.75,582.48,38991
1076,110,36,2017-11-04,0,1,Solex,Standard,low,medium,945.04,507.58,35052
3320,111,0,2017-06-11,1,1,OHM Cycles,Standard,low,medium,71.16,56.93,42172
779,112,84,2017-10-09,0,1,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
3296,113,98,2017-06-07,1,1,Trek Bicycles,Standard,high,medium,358.39,215.03,33364
455,114,75,2017-10-24,1,1,Giant Bicycles,Touring,medium,large,1873.97,863.95,37873
1779,115,76,2017-05-01,0,1,WeareA2B,Standard,low,medium,642.31,513.85,38482
2703,116,72,2017-11-21,1,1,Norco Bicycles,Standard,medium,medium,360.4,270.3,40553
806,117,42,2017-03-24,0,1,OHM Cycles,Road,medium,small,1810.0,1610.9,34071
22,118,20,2017-03-21,0,1,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303
1591,119,64,2017-02-20,0,1,Trek Bicycles,Standard,medium,large,1469.44,596.55,38647
678,120,0,2017-06-16,0,1,Trek Bicycles,Standard,high,medium,495.72,297.43,42105
50,121,25,2017-12-04,0,1,Giant Bicycles,Road,medium,medium,1538.99,829.65,33888
1038,122,24,2017-12-01,1,1,Solex,Road,medium,large,1777.8,820.78,34115
1453,123,31,2017-03-05,1,1,WeareA2B,Standard,medium,medium,752.64,205.36,42218
1339,124,98,2017-03-21,0,1,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
3382,125,22,2017-01-03,1,1,Solex,Standard,medium,medium,575.27,431.45,41345
773,126,53,2017-04-01,0,1,OHM Cycles,Standard,medium,medium,795.34,101.58,37823
2503,127,84,2017-03-16,1,1,Trek Bicycles,Road,medium,medium,290.62,215.14,38482
1057,128,25,2017-02-26,0,1,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404
1397,129,50,2017-06-05,0,1,WeareA2B,Standard,medium,small,175.89,131.92,42295
2134,130,44,2017-09-04,0,1,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
2403,131,96,2017-01-18,1,1,WeareA2B,Road,low,small,1172.78,1043.77,37539
1937,132,12,2017-09-28,0,1,WeareA2B,Standard,medium,medium,1231.15,161.6,38216
1282,133,93,2017-09-02,1,1,WeareA2B,Standard,medium,medium,1065.03,230.09,37539
2183,134,78,2017-05-09,0,1,Giant Bicycles,Standard,medium,large,1765.3,709.48,33429
1788,135,84,2017-10-17,0,1,Giant Bicycles,Road,medium,medium,792.9,594.68,38859
1170,136,65,2017-04-25,1,1,WeareA2B,Standard,medium,medium,1807.45,778.69,42105
1940,138,29,2017-08-02,0,1,WeareA2B,Standard,medium,medium,1065.03,230.09,36833
2073,139,32,2017-03-25,0,0,Giant Bicycles,Standard,high,medium,1179.0,707.4,36833
462,140,11,2017-01-01,0,1,Giant Bicycles,Standard,high,medium,1274.93,764.96,42560
2728,141,10,2017-12-22,0,1,Solex,Standard,medium,medium,1945.43,333.18,37499
2053,142,46,2017-12-25,0,1,Solex,Standard,low,medium,1289.85,74.51,41064
2135,143,60,2017-01-26,1,1,Giant Bicycles,Standard,high,small,1977.36,1759.85,41047
1217,144,92,2017-12-20,0,1,WeareA2B,Touring,medium,large,1890.39,260.14,33259
2992,145,7,2017-06-07,1,1,Trek Bicycles,Road,low,medium,980.37,234.43,38693
3261,146,41,2017-04-06,1,1,Solex,Road,medium,medium,416.98,312.74,35560
2748,147,67,2017-04-25,1,1,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
3262,148,14,2017-01-13,0,1,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838
788,149,89,2017-03-21,0,1,WeareA2B,Touring,medium,large,1362.99,57.74,34079
3067,150,9,2017-11-21,1,1,OHM Cycles,Road,medium,medium,742.54,667.4,34586
701,151,31,2017-11-11,0,1,Giant Bicycles,Standard,medium,medium,230.91,173.18,37698
648,152,92,2017-10-16,0,1,WeareA2B,Standard,medium,small,1415.01,1259.36,36833
3286,153,37,2017-08-19,1,1,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
3383,154,3,2017-04-06,1,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,40784
982,155,56,2017-11-04,1,1,Norco Bicycles,Mountain,low,small,688.63,612.88,42404
676,156,14,2017-08-22,1,1,Solex,Standard,high,large,1842.92,1105.75,37873
385,157,6,2017-09-15,1,1,Solex,Standard,high,medium,748.17,448.9,42105
1229,158,50,2017-03-01,1,1,WeareA2B,Standard,medium,small,175.89,131.92,39915
3232,159,10,2017-08-16,0,1,WeareA2B,Touring,medium,medium,1466.68,363.25,41345
2381,161,69,2017-07-10,0,1,Giant Bicycles,Road,medium,medium,792.9,594.68,42105
371,162,78,2017-12-11,0,1,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193
2519,163,80,2017-05-20,1,1,OHM Cycles,Touring,low,medium,1073.07,933.84,42226
2264,164,17,2017-07-30,0,1,Solex,Standard,high,medium,1024.66,614.8,35378
2637,165,3,2017-10-25,1,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573
3262,166,78,2017-11-27,0,1,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193
3177,167,90,2017-04-26,1,1,Norco Bicycles,Standard,low,medium,363.01,290.41,38482
2267,168,87,2017-02-02,0,1,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667
456,169,97,2017-05-02,0,1,Solex,Standard,medium,large,202.62,151.96,38002
404,170,6,2017-10-16,1,1,OHM Cycles,Standard,high,medium,227.88,136.73,37838
3121,171,100,2017-10-22,0,1,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
2365,172,55,2017-04-11,1,1,Trek Bicycles,Road,medium,large,1894.19,598.76,33259
2528,173,100,2017-11-16,0,1,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
3151,174,10,2017-12-17,0,1,WeareA2B,Touring,medium,medium,1466.68,363.25,34586
3241,175,25,2017-12-23,0,1,Giant Bicycles,Road,medium,medium,1538.99,829.65,42696
1335,176,74,2017-03-30,1,1,WeareA2B,Standard,medium,medium,1228.07,400.91,37873
2234,177,90,2017-04-13,0,1,Norco Bicycles,Standard,low,medium,363.01,290.41,38482
3226,178,56,2017-07-25,1,1,OHM Cycles,Standard,medium,medium,183.86,137.9,35707
1365,179,62,2017-01-31,0,1,Solex,Standard,medium,medium,478.16,298.72,34143
3349,180,20,2017-03-18,1,1,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303
1002,181,17,2017-02-24,0,1,Solex,Standard,high,medium,1024.66,614.8,40670
2282,182,16,2017-02-18,0,1,Norco Bicycles,Standard,high,small,1661.92,1479.11,41345
2656,183,46,2017-01-07,0,1,Solex,Standard,low,medium,1289.85,74.51,41064
2409,184,71,2017-07-05,1,1,Solex,Standard,high,large,1842.92,1105.75,34996
1711,185,91,2017-11-19,0,1,WeareA2B,Standard,low,medium,642.31,513.85,38193
2582,186,17,2017-11-08,1,1,Solex,Standard,high,medium,1024.66,614.8,35378
1005,187,1,2017-07-24,1,1,Giant Bicycles,Touring,medium,large,1873.97,863.95,37873
1597,188,3,2017-01-15,1,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167
2713,189,56,2017-01-12,1,1,OHM Cycles,Standard,medium,medium,183.86,137.9,34143
1435,190,37,2017-11-27,1,1,OHM Cycles,Standard,low,medium,1793.43,248.82,40672
1477,191,34,2017-06-30,1,1,Norco Bicycles,Road,high,large,774.53,464.72,39526
1614,192,0,2017-07-15,1,1,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031
1254,193,12,2017-06-22,1,1,WeareA2B,Standard,medium,medium,1231.15,161.6,39880
1423,194,25,2017-05-02,0,1,Giant Bicycles,Road,medium,medium,1538.99,829.65,40553
276,195,81,2017-12-27,0,1,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
1315,196,19,2017-12-21,1,1,OHM Cycles,Road,high,large,12.01,7.21,36334
591,197,45,2017-05-23,1,1,Solex,Standard,medium,medium,441.49,84.99,34071
1017,198,74,2017-02-02,0,1,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
2123,199,33,2017-06-08,0,1,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
2889,200,57,2017-04-15,1,1,WeareA2B,Touring,medium,large,1890.39,260.14,34143
3208,201,0,2017-09-05,1,1,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
2406,202,23,2017-02-26,1,1,Norco Bicycles,Mountain,low,small,688.63,612.88,39031
2041,203,67,2017-07-29,0,1,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
1598,204,81,2017-07-03,1,1,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
1842,205,58,2017-05-27,1,1,OHM Cycles,Standard,medium,medium,912.52,141.4,42295
141,206,5,2017-05-05,0,1,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573
1321,207,94,2017-09-09,0,1,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434
183,208,51,2017-05-21,0,1,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009
2591,209,59,2017-09-22,0,1,WeareA2B,Standard,medium,small,1415.01,1259.36,37626
3356,210,63,2017-04-12,1,1,Solex,Standard,medium,medium,1483.2,99.59,33879
766,211,40,2017-05-07,1,1,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
1596,212,80,2017-01-13,0,1,Trek Bicycles,Standard,medium,large,1469.44,596.55,38647
520,213,82,2017-12-14,0,1,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
868,214,46,2017-03-22,1,1,Solex,Standard,low,medium,1289.85,74.51,41009
2999,215,78,2017-09-30,0,1,Giant Bicycles,Standard,medium,large,1765.3,709.48,42226
352,216,72,2017-11-29,1,1,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710
1140,217,75,2017-06-09,0,1,Giant Bicycles,Touring,medium,large,1873.97,863.95,38193
621,218,40,2017-04-21,0,1,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
3307,219,2,2017-11-13,0,1,Giant Bicycles,Road,low,small,590.26,525.33,40487
1502,220,10,2017-04-09,1,1,WeareA2B,Touring,medium,medium,1466.68,363.25,41345
936,221,35,2017-05-08,0,1,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
939,222,8,2017-07-08,1,1,Solex,Road,medium,small,1703.52,1516.13,40649
2698,223,2,2017-11-30,0,1,Giant Bicycles,Road,low,small,590.26,525.33,40487
579,224,69,2017-04-25,1,1,Giant Bicycles,Road,medium,medium,792.9,594.68,33879
2036,225,54,2017-03-30,1,1,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
3077,226,8,2017-03-10,0,1,Solex,Road,medium,small,1703.52,1516.13,34079
369,227,86,2017-03-16,1,1,OHM Cycles,Standard,medium,medium,235.63,125.07,38482
821,228,13,2017-04-04,1,1,Solex,Standard,medium,medium,1163.89,589.27,41345
2687,229,19,2017-03-13,1,1,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
681,230,86,2017-12-23,1,1,OHM Cycles,Standard,medium,medium,235.63,125.07,41434
37,231,46,2017-08-12,1,1,OHM Cycles,Standard,low,medium,1793.43,248.82,36361
3002,232,30,2017-08-04,0,1,Solex,Standard,high,medium,748.17,448.9,36361
396,233,92,2017-09-01,0,1,WeareA2B,Touring,medium,large,1890.39,260.14,33259
550,234,71,2017-09-01,1,1,Solex,Standard,high,large,1842.92,1105.75,34996
1605,235,77,2017-07-02,0,1,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
2325,236,7,2017-08-31,1,1,Giant Bicycles,Standard,medium,small,1311.44,1167.18,37698
1420,237,23,2017-03-11,1,1,Norco Bicycles,Mountain,low,small,688.63,612.88,34244
3099,238,12,2017-10-08,0,1,WeareA2B,Standard,medium,medium,1231.15,161.6,34586
1645,239,61,2017-10-01,1,1,OHM Cycles,Standard,low,medium,71.16,56.93,42145
546,240,21,2017-11-23,0,1,Solex,Standard,medium,large,1071.23,380.74,33552
2885,241,86,2017-03-27,1,1,OHM Cycles,Standard,medium,medium,235.63,125.07,37626
2740,242,57,2017-12-04,0,1,WeareA2B,Touring,medium,large,1890.39,260.14,36146
3166,243,63,2017-11-13,1,1,Solex,Standard,medium,medium,1483.2,99.59,36146
3487,244,63,2017-12-20,1,1,WeareA2B,Standard,medium,medium,1992.93,762.63,34115
2890,245,33,2017-09-22,1,1,Giant Bicycles,Standard,medium,small,1311.44,1167.18,40336
3370,246,98,2017-01-22,0,1,OHM Cycles,Standard,medium,medium,795.34,101.58,42172
3393,247,15,2017-01-29,1,1,Norco Bicycles,Standard,low,medium,958.74,748.9,39880
2410,248,57,2017-07-21,0,1,WeareA2B,Touring,medium,large,1890.39,260.14,34143
3466,249,61,2017-02-10,1,1,OHM Cycles,Standard,low,medium,71.16,56.93,42172
1454,250,48,2017-11-25,0,0,WeareA2B,Standard,medium,medium,1762.96,950.52,35470
1967,251,63,2017-04-11,1,1,Solex,Standard,medium,medium,1483.2,99.59,42145
3089,252,78,2017-12-03,0,1,Giant Bicycles,Standard,medium,large,1765.3,709.48,41533
3123,253,2,2017-12-30,0,1,Giant Bicycles,Road,low,small,590.26,525.33,40487
2692,254,67,2017-07-26,0,1,Solex,Standard,medium,large,1071.23,380.74,36334
2801,255,67,2017-04-01,1,0,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
1580,256,13,2017-10-22,1,1,Solex,Standard,medium,medium,1577.53,826.51,40618
352,257,65,2017-03-22,0,1,WeareA2B,Standard,medium,medium,1807.45,778.69,42145
1777,258,49,2017-06-15,1,1,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
142,259,87,2017-07-06,1,1,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667
3393,260,31,2017-12-28,0,1,Giant Bicycles,Standard,medium,medium,230.91,173.18,40618
599,261,17,2017-05-09,0,1,Solex,Standard,high,medium,1024.66,614.8,39880
1258,262,91,2017-01-18,0,1,Solex,Standard,medium,medium,100.35,75.26,36367
3405,263,53,2017-10-22,1,1,OHM Cycles,Standard,medium,medium,795.34,101.58,36668
3198,264,38,2017-01-30,0,1,Solex,Standard,medium,medium,1577.53,826.51,34170
834,265,20,2017-06-26,0,1,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303
3467,266,44,2017-11-07,1,1,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
3436,267,69,2017-08-13,1,1,Giant Bicycles,Road,medium,medium,792.9,594.68,41922
1516,268,68,2017-08-27,0,1,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410
2833,269,11,2017-01-25,1,1,Giant Bicycles,Standard,high,medium,1274.93,764.96,41345
2362,270,2,2017-02-13,0,1,Solex,Standard,medium,medium,71.49,53.62,38573
2337,271,27,2017-07-11,0,1,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
2149,272,0,2017-04-30,1,1,Trek Bicycles,Standard,high,medium,358.39,215.03,38002
2133,273,81,2017-05-19,0,1,Solex,Standard,medium,medium,1151.96,649.49,35470
360,274,6,2017-05-26,1,1,OHM Cycles,Standard,high,medium,227.88,136.73,41701
2969,275,76,2017-02-03,1,1,WeareA2B,Standard,low,medium,642.31,513.85,41922
1720,276,18,2017-04-28,0,1,Solex,Standard,medium,medium,575.27,431.45,34244
2904,277,18,2017-03-23,0,1,Norco Bicycles,Standard,high,medium,1148.64,689.18,36145
754,278,9,2017-06-03,0,1,OHM Cycles,Road,medium,medium,742.54,667.4,33549
1826,279,35,2017-04-25,0,1,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
2487,280,93,2017-04-08,0,1,WeareA2B,Standard,medium,medium,1065.03,230.09,42458
2815,281,40,2017-02-18,0,1,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
541,282,1,2017-05-04,0,1,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38258
302,283,16,2017-03-29,0,1,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586
2024,284,44,2017-10-03,1,1,WeareA2B,Standard,medium,medium,1769.64,108.76,41064
142,285,48,2017-07-27,1,1,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
768,286,56,2017-08-07,1,1,OHM Cycles,Standard,medium,medium,183.86,137.9,34170
2147,287,36,2017-02-07,1,1,Solex,Standard,low,medium,1289.85,74.51,41064
529,288,36,2017-11-20,1,1,Solex,Standard,low,medium,945.04,507.58,38750
825,289,13,2017-02-23,0,1,Solex,Standard,medium,medium,1163.89,589.27,34586
624,290,55,2017-04-05,1,1,Trek Bicycles,Road,medium,large,1894.19,598.76,34170
2302,291,38,2017-11-07,0,1,Solex,Standard,medium,medium,1577.53,826.51,40672
3380,292,64,2017-10-28,0,1,Giant Bicycles,Standard,high,small,1977.36,1759.85,42172
314,293,0,2017-11-19,0,1,OHM Cycles,Standard,high,medium,227.88,136.73,39298
1079,294,79,2017-08-25,1,1,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
1643,295,11,2017-01-20,1,1,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298
1524,296,91,2017-03-14,1,1,Solex,Standard,medium,medium,100.35,75.26,37874
3205,297,18,2017-04-14,1,1,Solex,Standard,medium,medium,575.27,431.45,41345
2860,298,17,2017-11-20,1,1,Solex,Standard,high,medium,1024.66,614.8,35378
772,299,13,2017-05-24,0,1,Solex,Standard,medium,medium,1163.89,589.27,42560
323,300,4,2017-03-25,1,1,Giant Bicycles,Standard,high,medium,1129.13,677.48,38216
2530,301,78,2017-03-24,1,1,Giant Bicycles,Standard,medium,large,1765.3,709.48,35455
2426,302,42,2017-03-17,1,1,OHM Cycles,Road,medium,small,1810.0,1610.9,36498
